"Model","Panel","Trait","CV","Repetition","Fold","PA"
"M3","genome-wide","PPP","CV0","6","5",0.0904
"M2","haplotype-tagged","PPP","CV0","6","5",0.0875
"M3","haplotype-tagged","PPP","CV0","6","5",0.1057
"M2","genome-wide","YPPlnt","CV0","6","5",0.1157
"M3","genome-wide","YPPlnt","CV0","6","5",0.1269
"M2","haplotype-tagged","YPPlnt","CV0","6","5",0.1413
"M3","haplotype-tagged","YPPlnt","CV0","6","5",0.1463
"M2","genome-wide","DTF","CV00","6","5",0.5195
"M3","genome-wide","DTF","CV00","6","5",0.5361
"M2","haplotype-tagged","DTF","CV00","6","5",0.4531
"M3","haplotype-tagged","DTF","CV00","6","5",0.3112
"M2","genome-wide","DTM","CV00","6","5",0.1573
"M3","genome-wide","DTM","CV00","6","5",0.1758
"M2","haplotype-tagged","DTM","CV00","6","5",0.0757
"M3","haplotype-tagged","DTM","CV00","6","5",-0.167
"M2","genome-wide","HSW","CV00","6","5",0.3817
"M3","genome-wide","HSW","CV00","6","5",0.3883
"M2","haplotype-tagged","HSW","CV00","6","5",0.3443
"M3","haplotype-tagged","HSW","CV00","6","5",0.4599
"M2","genome-wide","PH","CV00","6","5",0.6241
"M3","genome-wide","PH","CV00","6","5",0.5707
"M2","haplotype-tagged","PH","CV00","6","5",0.6787
"M3","haplotype-tagged","PH","CV00","6","5",0.5437
"M2","genome-wide","PPP","CV00","6","5",0.188
"M3","genome-wide","PPP","CV00","6","5",0.1941
"M2","haplotype-tagged","PPP","CV00","6","5",0.1639
"M3","haplotype-tagged","PPP","CV00","6","5",0.2288
"M2","genome-wide","YPPlnt","CV00","6","5",0.0548
"M3","genome-wide","YPPlnt","CV00","6","5",0.1167
"M2","haplotype-tagged","YPPlnt","CV00","6","5",0.3157
"M3","haplotype-tagged","YPPlnt","CV00","6","5",0.236
"M2","genome-wide","DTF","CV1","6","5",0.418922222222222
"M3","genome-wide","DTF","CV1","6","5",0.402033333333333
"M2","haplotype-tagged","DTF","CV1","6","5",0.205266666666667
"M3","haplotype-tagged","DTF","CV1","6","5",0.190233333333333
"M2","genome-wide","DTM","CV1","6","5",0.301288888888889
"M3","genome-wide","DTM","CV1","6","5",0.296455555555556
"M2","haplotype-tagged","DTM","CV1","6","5",0.200811111111111
"M3","haplotype-tagged","DTM","CV1","6","5",0.218411111111111
"M2","genome-wide","HSW","CV1","6","5",0.652144444444444
"M3","genome-wide","HSW","CV1","6","5",0.625766666666667
"M2","haplotype-tagged","HSW","CV1","6","5",0.512044444444444
"M3","haplotype-tagged","HSW","CV1","6","5",0.497388888888889
"M2","genome-wide","PH","CV1","6","5",0.405977777777778
"M3","genome-wide","PH","CV1","6","5",0.426488888888889
"M2","haplotype-tagged","PH","CV1","6","5",0.412744444444444
"M3","haplotype-tagged","PH","CV1","6","5",0.406511111111111
"M2","genome-wide","PPP","CV1","6","5",0.1103
"M3","genome-wide","PPP","CV1","6","5",0.0479333333333333
"M2","haplotype-tagged","PPP","CV1","6","5",0.101933333333333
"M3","haplotype-tagged","PPP","CV1","6","5",0.0479666666666667
"M2","genome-wide","YPPlnt","CV1","6","5",0.151466666666667
"M3","genome-wide","YPPlnt","CV1","6","5",0.147833333333333
"M2","haplotype-tagged","YPPlnt","CV1","6","5",0.0261777777777778
"M3","haplotype-tagged","YPPlnt","CV1","6","5",0.0347888888888889
"M2","genome-wide","DTF","CV2","6","5",0.610955555555556
"M3","genome-wide","DTF","CV2","6","5",0.629855555555556
"M2","haplotype-tagged","DTF","CV2","6","5",0.598755555555556
"M3","haplotype-tagged","DTF","CV2","6","5",0.607033333333333
"M2","genome-wide","DTM","CV2","6","5",0.581488888888889
"M3","genome-wide","DTM","CV2","6","5",0.516122222222222
"M2","haplotype-tagged","DTM","CV2","6","5",0.564
"M3","haplotype-tagged","DTM","CV2","6","5",0.550811111111111
"M2","genome-wide","HSW","CV2","6","5",0.794933333333333
"M3","genome-wide","HSW","CV2","6","5",0.787422222222222
"M2","haplotype-tagged","HSW","CV2","6","5",0.7903
"M3","haplotype-tagged","HSW","CV2","6","5",0.790622222222222
"M2","genome-wide","PH","CV2","6","5",0.624422222222222
"M3","genome-wide","PH","CV2","6","5",0.641311111111111
"M2","haplotype-tagged","PH","CV2","6","5",0.619266666666667
"M3","haplotype-tagged","PH","CV2","6","5",0.628011111111111
"M2","genome-wide","PPP","CV2","6","5",0.162633333333333
"M3","genome-wide","PPP","CV2","6","5",0.181144444444444
"M2","haplotype-tagged","PPP","CV2","6","5",0.1057
"M3","haplotype-tagged","PPP","CV2","6","5",0.142777777777778
"M2","genome-wide","YPPlnt","CV2","6","5",0.0978444444444444
"M3","genome-wide","YPPlnt","CV2","6","5",0.0925444444444445
"M2","haplotype-tagged","YPPlnt","CV2","6","5",0.0315333333333333
"M3","haplotype-tagged","YPPlnt","CV2","6","5",0.0155333333333333
"M2","genome-wide","DTF","CV0","7","5",0.5197
"M3","genome-wide","DTF","CV0","7","5",0.5219
"M2","haplotype-tagged","DTF","CV0","7","5",0.5105
"M3","haplotype-tagged","DTF","CV0","7","5",0.515
"M2","genome-wide","DTM","CV0","7","5",0.3015
"M3","genome-wide","DTM","CV0","7","5",0.2918
"M2","haplotype-tagged","DTM","CV0","7","5",0.2848
"M3","haplotype-tagged","DTM","CV0","7","5",0.2931
"M2","genome-wide","HSW","CV0","7","5",0.7106
"M3","genome-wide","HSW","CV0","7","5",0.7115
"M2","haplotype-tagged","HSW","CV0","7","5",0.7121
"M3","haplotype-tagged","HSW","CV0","7","5",0.7132
"M2","genome-wide","PH","CV0","7","5",0.4881
"M3","genome-wide","PH","CV0","7","5",0.4896
"M2","haplotype-tagged","PH","CV0","7","5",0.4864
"M3","haplotype-tagged","PH","CV0","7","5",0.4873
"M2","genome-wide","PPP","CV0","7","5",0.046
"M3","genome-wide","PPP","CV0","7","5",0.0375
"M2","haplotype-tagged","PPP","CV0","7","5",0.0463
"M3","haplotype-tagged","PPP","CV0","7","5",0.0453
"M2","genome-wide","YPPlnt","CV0","7","5",0.113
"M3","genome-wide","YPPlnt","CV0","7","5",0.101
"M2","haplotype-tagged","YPPlnt","CV0","7","5",0.1056
"M3","haplotype-tagged","YPPlnt","CV0","7","5",0.1034
"M2","genome-wide","DTF","CV00","7","5",0.6245
"M3","genome-wide","DTF","CV00","7","5",0.5831
"M2","haplotype-tagged","DTF","CV00","7","5",0.5639
"M3","haplotype-tagged","DTF","CV00","7","5",0.4621
"M2","genome-wide","DTM","CV00","7","5",0.5954
"M3","genome-wide","DTM","CV00","7","5",0.5935
"M2","haplotype-tagged","DTM","CV00","7","5",0.5319
"M3","haplotype-tagged","DTM","CV00","7","5",0.4818
"M2","genome-wide","HSW","CV00","7","5",0.8119
"M3","genome-wide","HSW","CV00","7","5",0.8153
"M2","haplotype-tagged","HSW","CV00","7","5",0.7882
"M3","haplotype-tagged","HSW","CV00","7","5",0.8142
"M2","genome-wide","PH","CV00","7","5",0.7701
"M3","genome-wide","PH","CV00","7","5",0.7741
"M2","haplotype-tagged","PH","CV00","7","5",0.6583
"M3","haplotype-tagged","PH","CV00","7","5",0.7371
"M2","genome-wide","PPP","CV00","7","5",0.5066
"M3","genome-wide","PPP","CV00","7","5",0.4906
"M2","haplotype-tagged","PPP","CV00","7","5",0.4121
"M3","haplotype-tagged","PPP","CV00","7","5",0.3526
"M2","genome-wide","YPPlnt","CV00","7","5",0.0041
"M3","genome-wide","YPPlnt","CV00","7","5",0.0563
"M2","haplotype-tagged","YPPlnt","CV00","7","5",0.1246
"M3","haplotype-tagged","YPPlnt","CV00","7","5",0.0066
"M2","genome-wide","DTF","CV1","7","5",0.469655555555556
"M3","genome-wide","DTF","CV1","7","5",0.485488888888889
"M2","haplotype-tagged","DTF","CV1","7","5",0.3446
"M3","haplotype-tagged","DTF","CV1","7","5",0.347388888888889
"M2","genome-wide","DTM","CV1","7","5",0.469077777777778
"M3","genome-wide","DTM","CV1","7","5",0.476477777777778
"M2","haplotype-tagged","DTM","CV1","7","5",0.366411111111111
"M3","haplotype-tagged","DTM","CV1","7","5",0.239066666666667
"M2","genome-wide","HSW","CV1","7","5",0.506622222222222
"M3","genome-wide","HSW","CV1","7","5",0.486744444444444
"M2","haplotype-tagged","HSW","CV1","7","5",0.545833333333333
"M3","haplotype-tagged","HSW","CV1","7","5",0.528844444444444
"M2","genome-wide","PH","CV1","7","5",0.467833333333333
"M3","genome-wide","PH","CV1","7","5",0.418655555555556
"M2","haplotype-tagged","PH","CV1","7","5",0.476211111111111
"M3","haplotype-tagged","PH","CV1","7","5",0.402722222222222
"M2","genome-wide","PPP","CV1","7","5",0.248633333333333
"M3","genome-wide","PPP","CV1","7","5",0.244044444444444
"M2","haplotype-tagged","PPP","CV1","7","5",0.165277777777778
"M3","haplotype-tagged","PPP","CV1","7","5",0.122233333333333
"M2","genome-wide","YPPlnt","CV1","7","5",0.213777777777778
"M3","genome-wide","YPPlnt","CV1","7","5",0.241711111111111
"M2","haplotype-tagged","YPPlnt","CV1","7","5",0.0756555555555556
"M3","haplotype-tagged","YPPlnt","CV1","7","5",0.0633333333333333
"M2","genome-wide","DTF","CV2","7","5",0.632588888888889
"M3","genome-wide","DTF","CV2","7","5",0.617222222222222
"M2","haplotype-tagged","DTF","CV2","7","5",0.612522222222222
"M3","haplotype-tagged","DTF","CV2","7","5",0.622733333333333
"M2","genome-wide","DTM","CV2","7","5",0.532622222222222
"M3","genome-wide","DTM","CV2","7","5",0.534033333333333
"M2","haplotype-tagged","DTM","CV2","7","5",0.515411111111111
"M3","haplotype-tagged","DTM","CV2","7","5",0.525844444444444
"M2","genome-wide","HSW","CV2","7","5",0.772633333333333
"M3","genome-wide","HSW","CV2","7","5",0.769411111111111
"M2","haplotype-tagged","HSW","CV2","7","5",0.763788888888889
"M3","haplotype-tagged","HSW","CV2","7","5",0.759522222222222
"M2","genome-wide","PH","CV2","7","5",0.574277777777778
"M3","genome-wide","PH","CV2","7","5",0.557944444444444
"M2","haplotype-tagged","PH","CV2","7","5",0.570022222222222
"M3","haplotype-tagged","PH","CV2","7","5",0.556366666666667
"M2","genome-wide","PPP","CV2","7","5",0.1665
"M3","genome-wide","PPP","CV2","7","5",0.200388888888889
"M2","haplotype-tagged","PPP","CV2","7","5",0.148177777777778
"M3","haplotype-tagged","PPP","CV2","7","5",0.1601
"M2","genome-wide","YPPlnt","CV2","7","5",0.125333333333333
"M3","genome-wide","YPPlnt","CV2","7","5",0.128944444444444
"M2","haplotype-tagged","YPPlnt","CV2","7","5",0.115755555555556
"M3","haplotype-tagged","YPPlnt","CV2","7","5",0.0739666666666667
"M2","genome-wide","DTF","CV0","8","5",0.6534
"M3","genome-wide","DTF","CV0","8","5",0.6575
"M2","haplotype-tagged","DTF","CV0","8","5",0.6415
"M3","haplotype-tagged","DTF","CV0","8","5",0.6398
"M2","genome-wide","DTM","CV0","8","5",0.5332
"M3","genome-wide","DTM","CV0","8","5",0.5317
"M2","haplotype-tagged","DTM","CV0","8","5",0.5302
"M3","haplotype-tagged","DTM","CV0","8","5",0.5346
"M2","genome-wide","HSW","CV0","8","5",0.8646
"M3","genome-wide","HSW","CV0","8","5",0.8654
"M2","haplotype-tagged","HSW","CV0","8","5",0.8623
"M3","haplotype-tagged","HSW","CV0","8","5",0.8616
"M2","genome-wide","PH","CV0","8","5",0.1023
"M3","genome-wide","PH","CV0","8","5",0.1017
"M2","haplotype-tagged","PH","CV0","8","5",0.1025
"M3","haplotype-tagged","PH","CV0","8","5",0.1039
"M2","genome-wide","PPP","CV0","8","5",0.017
"M3","genome-wide","PPP","CV0","8","5",0.0115
"M2","haplotype-tagged","PPP","CV0","8","5",0.0125
"M3","haplotype-tagged","PPP","CV0","8","5",0.007
"M2","genome-wide","YPPlnt","CV0","8","5",0.216
"M3","genome-wide","YPPlnt","CV0","8","5",0.185
"M2","haplotype-tagged","YPPlnt","CV0","8","5",0.1934
"M3","haplotype-tagged","YPPlnt","CV0","8","5",0.1887
"M2","genome-wide","DTF","CV00","8","5",0.3678
"M3","genome-wide","DTF","CV00","8","5",0.3922
"M2","haplotype-tagged","DTF","CV00","8","5",0.3227
"M3","haplotype-tagged","DTF","CV00","8","5",0.3079
"M2","genome-wide","DTM","CV00","8","5",0.1161
"M3","genome-wide","DTM","CV00","8","5",0.0962
"M2","haplotype-tagged","DTM","CV00","8","5",0.1642
"M3","haplotype-tagged","DTM","CV00","8","5",0.1401
"M2","genome-wide","HSW","CV00","8","5",0.68
"M3","genome-wide","HSW","CV00","8","5",0.6818
"M2","haplotype-tagged","HSW","CV00","8","5",0.5588
"M3","haplotype-tagged","HSW","CV00","8","5",0.5662
"M2","genome-wide","PH","CV00","8","5",0.4995
"M3","genome-wide","PH","CV00","8","5",0.5092
"M2","haplotype-tagged","PH","CV00","8","5",0.5106
"M3","haplotype-tagged","PH","CV00","8","5",0.4716
"M2","genome-wide","PPP","CV00","8","5",0.3106
"M3","genome-wide","PPP","CV00","8","5",0.3335
"M2","haplotype-tagged","PPP","CV00","8","5",0.3568
"M3","haplotype-tagged","PPP","CV00","8","5",-0.0485
"M2","genome-wide","YPPlnt","CV00","8","5",-0.0837
"M3","genome-wide","YPPlnt","CV00","8","5",-0.1365
"M2","haplotype-tagged","YPPlnt","CV00","8","5",-0.1201
"M3","haplotype-tagged","YPPlnt","CV00","8","5",-0.1995
"M2","genome-wide","DTF","CV1","8","5",0.499144444444444
"M3","genome-wide","DTF","CV1","8","5",0.463977777777778
"M2","haplotype-tagged","DTF","CV1","8","5",0.366633333333333
"M3","haplotype-tagged","DTF","CV1","8","5",0.241711111111111
"M2","genome-wide","DTM","CV1","8","5",0.497711111111111
"M3","genome-wide","DTM","CV1","8","5",0.436644444444444
"M2","haplotype-tagged","DTM","CV1","8","5",0.261044444444444
"M3","haplotype-tagged","DTM","CV1","8","5",0.167877777777778
"M2","genome-wide","HSW","CV1","8","5",0.420555555555556
"M3","genome-wide","HSW","CV1","8","5",0.4301
"M2","haplotype-tagged","HSW","CV1","8","5",0.213966666666667
"M3","haplotype-tagged","HSW","CV1","8","5",0.215555555555556
"M2","genome-wide","PH","CV1","8","5",0.434833333333333
"M3","genome-wide","PH","CV1","8","5",0.454222222222222
"M2","haplotype-tagged","PH","CV1","8","5",0.390355555555556
"M3","haplotype-tagged","PH","CV1","8","5",0.331166666666667
"M2","genome-wide","PPP","CV1","8","5",0.1254
"M3","genome-wide","PPP","CV1","8","5",0.121133333333333
"M2","haplotype-tagged","PPP","CV1","8","5",-0.0317555555555556
"M3","haplotype-tagged","PPP","CV1","8","5",-0.00647777777777778
"M2","genome-wide","YPPlnt","CV1","8","5",0.195477777777778
"M3","genome-wide","YPPlnt","CV1","8","5",0.207855555555556
"M2","haplotype-tagged","YPPlnt","CV1","8","5",0.241966666666667
"M3","haplotype-tagged","YPPlnt","CV1","8","5",0.150222222222222
"M2","genome-wide","DTF","CV2","8","5",0.6201
"M3","genome-wide","DTF","CV2","8","5",0.608077777777778
"M2","haplotype-tagged","DTF","CV2","8","5",0.610422222222222
"M3","haplotype-tagged","DTF","CV2","8","5",0.622533333333333
"M2","genome-wide","DTM","CV2","8","5",0.465888888888889
"M3","genome-wide","DTM","CV2","8","5",0.472844444444444
"M2","haplotype-tagged","DTM","CV2","8","5",0.438222222222222
"M3","haplotype-tagged","DTM","CV2","8","5",0.4534
"M2","genome-wide","HSW","CV2","8","5",0.6653
"M3","genome-wide","HSW","CV2","8","5",0.661533333333333
"M2","haplotype-tagged","HSW","CV2","8","5",0.6623
"M3","haplotype-tagged","HSW","CV2","8","5",0.6641
"M2","genome-wide","PH","CV2","8","5",0.535966666666667
"M3","genome-wide","PH","CV2","8","5",0.519555555555556
"M2","haplotype-tagged","PH","CV2","8","5",0.519044444444444
"M3","haplotype-tagged","PH","CV2","8","5",0.526444444444444
"M2","genome-wide","PPP","CV2","8","5",0.225044444444444
"M3","genome-wide","PPP","CV2","8","5",0.214666666666667
"M2","haplotype-tagged","PPP","CV2","8","5",0.186766666666667
"M3","haplotype-tagged","PPP","CV2","8","5",0.175388888888889
"M2","genome-wide","YPPlnt","CV2","8","5",0.187755555555556
"M3","genome-wide","YPPlnt","CV2","8","5",0.130566666666667
"M2","haplotype-tagged","YPPlnt","CV2","8","5",0.162933333333333
"M3","haplotype-tagged","YPPlnt","CV2","8","5",0.139755555555556
"M2","genome-wide","DTF","CV0","9","5",0.521
"M3","genome-wide","DTF","CV0","9","5",0.5064
"M2","haplotype-tagged","DTF","CV0","9","5",0.5135
"M3","haplotype-tagged","DTF","CV0","9","5",0.506
"M2","genome-wide","DTM","CV0","9","5",0.2992
"M3","genome-wide","DTM","CV0","9","5",0.3007
"M2","haplotype-tagged","DTM","CV0","9","5",0.2893
"M3","haplotype-tagged","DTM","CV0","9","5",0.2774
"M2","genome-wide","HSW","CV0","9","5",0.7122
"M3","genome-wide","HSW","CV0","9","5",0.7126
"M2","haplotype-tagged","HSW","CV0","9","5",0.7127
"M3","haplotype-tagged","HSW","CV0","9","5",0.712
"M2","genome-wide","PH","CV0","9","5",0.4896
"M3","genome-wide","PH","CV0","9","5",0.4875
"M2","haplotype-tagged","PH","CV0","9","5",0.4874
"M3","haplotype-tagged","PH","CV0","9","5",0.4866
"M2","genome-wide","PPP","CV0","9","5",0.0505
"M3","genome-wide","PPP","CV0","9","5",0.0491
"M2","haplotype-tagged","PPP","CV0","9","5",0.0451
"M3","haplotype-tagged","PPP","CV0","9","5",0.0137
"M2","genome-wide","YPPlnt","CV0","9","5",0.1178
"M3","genome-wide","YPPlnt","CV0","9","5",0.1182
"M2","haplotype-tagged","YPPlnt","CV0","9","5",0.0992
"M3","haplotype-tagged","YPPlnt","CV0","9","5",0.0962
"M2","genome-wide","DTF","CV00","9","5",0.3589
"M3","genome-wide","DTF","CV00","9","5",0.3579
"M2","haplotype-tagged","DTF","CV00","9","5",0.248
"M3","haplotype-tagged","DTF","CV00","9","5",0.2522
"M2","genome-wide","DTM","CV00","9","5",0.2051
"M3","genome-wide","DTM","CV00","9","5",0.2138
"M2","haplotype-tagged","DTM","CV00","9","5",0.0386
"M3","haplotype-tagged","DTM","CV00","9","5",0.0436
"M2","genome-wide","HSW","CV00","9","5",0.6777
"M3","genome-wide","HSW","CV00","9","5",0.6675
"M2","haplotype-tagged","HSW","CV00","9","5",0.4716
"M3","haplotype-tagged","HSW","CV00","9","5",0.4906
"M2","genome-wide","PH","CV00","9","5",0.5182
"M3","genome-wide","PH","CV00","9","5",0.5398
"M2","haplotype-tagged","PH","CV00","9","5",0.4721
"M3","haplotype-tagged","PH","CV00","9","5",0.4504
"M2","genome-wide","PPP","CV00","9","5",0.2226
"M3","genome-wide","PPP","CV00","9","5",0.204
"M2","haplotype-tagged","PPP","CV00","9","5",0.1759
"M3","haplotype-tagged","PPP","CV00","9","5",0.1171
"M2","genome-wide","YPPlnt","CV00","9","5",0.1905
"M3","genome-wide","YPPlnt","CV00","9","5",0.1684
"M2","haplotype-tagged","YPPlnt","CV00","9","5",-0.16
"M3","haplotype-tagged","YPPlnt","CV00","9","5",-0.0923
"M2","genome-wide","DTF","CV1","9","5",0.3925
"M3","genome-wide","DTF","CV1","9","5",0.368944444444444
"M2","haplotype-tagged","DTF","CV1","9","5",0.224655555555556
"M3","haplotype-tagged","DTF","CV1","9","5",0.283322222222222
"M2","genome-wide","DTM","CV1","9","5",0.360755555555556
"M3","genome-wide","DTM","CV1","9","5",0.340133333333333
"M2","haplotype-tagged","DTM","CV1","9","5",0.182522222222222
"M3","haplotype-tagged","DTM","CV1","9","5",0.181055555555556
"M2","genome-wide","HSW","CV1","9","5",0.549455555555556
"M3","genome-wide","HSW","CV1","9","5",0.535577777777778
"M2","haplotype-tagged","HSW","CV1","9","5",0.397255555555556
"M3","haplotype-tagged","HSW","CV1","9","5",0.415877777777778
"M2","genome-wide","PH","CV1","9","5",0.295811111111111
"M3","genome-wide","PH","CV1","9","5",0.327511111111111
"M2","haplotype-tagged","PH","CV1","9","5",0.314966666666667
"M3","haplotype-tagged","PH","CV1","9","5",0.3429
"M2","genome-wide","PPP","CV1","9","5",0.3375
"M3","genome-wide","PPP","CV1","9","5",0.325677777777778
"M2","haplotype-tagged","PPP","CV1","9","5",0.306511111111111
"M3","haplotype-tagged","PPP","CV1","9","5",0.166277777777778
"M2","genome-wide","YPPlnt","CV1","9","5",0.123
"M3","genome-wide","YPPlnt","CV1","9","5",0.114955555555556
"M2","haplotype-tagged","YPPlnt","CV1","9","5",0.213222222222222
"M3","haplotype-tagged","YPPlnt","CV1","9","5",0.194988888888889
"M2","genome-wide","DTF","CV2","9","5",0.608366666666667
"M3","genome-wide","DTF","CV2","9","5",0.613022222222222
"M2","haplotype-tagged","DTF","CV2","9","5",0.610222222222222
"M3","haplotype-tagged","DTF","CV2","9","5",0.607755555555556
"M2","genome-wide","DTM","CV2","9","5",0.506966666666667
"M3","genome-wide","DTM","CV2","9","5",0.507811111111111
"M2","haplotype-tagged","DTM","CV2","9","5",0.500855555555556
"M3","haplotype-tagged","DTM","CV2","9","5",0.516544444444444
"M2","genome-wide","HSW","CV2","9","5",0.704566666666667
"M3","genome-wide","HSW","CV2","9","5",0.700266666666667
"M2","haplotype-tagged","HSW","CV2","9","5",0.7004
"M3","haplotype-tagged","HSW","CV2","9","5",0.700722222222222
"M2","genome-wide","PH","CV2","9","5",0.502788888888889
"M3","genome-wide","PH","CV2","9","5",0.508188888888889
"M2","haplotype-tagged","PH","CV2","9","5",0.493955555555556
"M3","haplotype-tagged","PH","CV2","9","5",0.485111111111111
"M2","genome-wide","PPP","CV2","9","5",0.185222222222222
"M3","genome-wide","PPP","CV2","9","5",0.148544444444444
"M2","haplotype-tagged","PPP","CV2","9","5",0.136811111111111
"M3","haplotype-tagged","PPP","CV2","9","5",0.136011111111111
"M2","genome-wide","YPPlnt","CV2","9","5",0.143877777777778
"M3","genome-wide","YPPlnt","CV2","9","5",0.126388888888889
"M2","haplotype-tagged","YPPlnt","CV2","9","5",0.128388888888889
"M3","haplotype-tagged","YPPlnt","CV2","9","5",0.139755555555556
"M2","genome-wide","DTF","CV0","10","5",0.7882
"M3","genome-wide","DTF","CV0","10","5",0.7856
"M2","haplotype-tagged","DTF","CV0","10","5",0.781
"M3","haplotype-tagged","DTF","CV0","10","5",0.7792
"M2","genome-wide","DTM","CV0","10","5",0.7044
"M3","genome-wide","DTM","CV0","10","5",0.6975
"M2","haplotype-tagged","DTM","CV0","10","5",0.6882
"M3","haplotype-tagged","DTM","CV0","10","5",0.6827
"M2","genome-wide","HSW","CV0","10","5",0.793
"M3","genome-wide","HSW","CV0","10","5",0.7918
"M2","haplotype-tagged","HSW","CV0","10","5",0.7868
"M3","haplotype-tagged","HSW","CV0","10","5",0.7844
"M2","genome-wide","PH","CV0","10","5",0.7631
"M3","genome-wide","PH","CV0","10","5",0.7567
"M2","haplotype-tagged","PH","CV0","10","5",0.7523
"M3","haplotype-tagged","PH","CV0","10","5",0.746
"M2","genome-wide","PPP","CV0","10","5",0.3662
"M3","genome-wide","PPP","CV0","10","5",0.3229
"M2","haplotype-tagged","PPP","CV0","10","5",0.3153
"M3","haplotype-tagged","PPP","CV0","10","5",0.2893
"M2","genome-wide","YPPlnt","CV0","10","5",0.0167
"M3","genome-wide","YPPlnt","CV0","10","5",0.0235
"M2","haplotype-tagged","YPPlnt","CV0","10","5",0.0049
"M3","haplotype-tagged","YPPlnt","CV0","10","5",0.0057
"M2","genome-wide","DTF","CV00","10","5",0.4548
"M3","genome-wide","DTF","CV00","10","5",0.456
"M2","haplotype-tagged","DTF","CV00","10","5",0.3436
"M3","haplotype-tagged","DTF","CV00","10","5",0.2495
"M2","genome-wide","DTM","CV00","10","5",0.5116
"M3","genome-wide","DTM","CV00","10","5",0.5086
"M2","haplotype-tagged","DTM","CV00","10","5",0.347
"M3","haplotype-tagged","DTM","CV00","10","5",0.1747
"M2","genome-wide","HSW","CV00","10","5",0.784
"M3","genome-wide","HSW","CV00","10","5",0.7841
"M2","haplotype-tagged","HSW","CV00","10","5",0.7247
"M3","haplotype-tagged","HSW","CV00","10","5",0.7309
"M2","genome-wide","PH","CV00","10","5",0.1195
"M3","genome-wide","PH","CV00","10","5",0.125
"M2","haplotype-tagged","PH","CV00","10","5",0.0438
"M3","haplotype-tagged","PH","CV00","10","5",0.1077
"M2","genome-wide","PPP","CV00","10","5",-0.1689
"M3","genome-wide","PPP","CV00","10","5",-0.1878
"M2","haplotype-tagged","PPP","CV00","10","5",-0.1583
"M3","haplotype-tagged","PPP","CV00","10","5",-0.2722
"M2","genome-wide","YPPlnt","CV00","10","5",0.2526
"M3","genome-wide","YPPlnt","CV00","10","5",0.4087
"M2","haplotype-tagged","YPPlnt","CV00","10","5",-0.2765
"M3","haplotype-tagged","YPPlnt","CV00","10","5",-0.1014
"M2","genome-wide","DTF","CV1","10","5",0.369855555555556
"M3","genome-wide","DTF","CV1","10","5",0.431044444444444
"M2","haplotype-tagged","DTF","CV1","10","5",0.2843
"M3","haplotype-tagged","DTF","CV1","10","5",0.284566666666667
"M2","genome-wide","DTM","CV1","10","5",0.319311111111111
"M3","genome-wide","DTM","CV1","10","5",0.342366666666667
"M2","haplotype-tagged","DTM","CV1","10","5",0.290588888888889
"M3","haplotype-tagged","DTM","CV1","10","5",0.360322222222222
"M2","genome-wide","HSW","CV1","10","5",0.737255555555556
"M3","genome-wide","HSW","CV1","10","5",0.728211111111111
"M2","haplotype-tagged","HSW","CV1","10","5",0.7103
"M3","haplotype-tagged","HSW","CV1","10","5",0.674333333333333
"M2","genome-wide","PH","CV1","10","5",0.500711111111111
"M3","genome-wide","PH","CV1","10","5",0.4869
"M2","haplotype-tagged","PH","CV1","10","5",0.508888888888889
"M3","haplotype-tagged","PH","CV1","10","5",0.435388888888889
"M2","genome-wide","PPP","CV1","10","5",0.199655555555556
"M3","genome-wide","PPP","CV1","10","5",0.160144444444444
"M2","haplotype-tagged","PPP","CV1","10","5",0.177988888888889
"M3","haplotype-tagged","PPP","CV1","10","5",0.194177777777778
"M2","genome-wide","YPPlnt","CV1","10","5",0.183277777777778
"M3","genome-wide","YPPlnt","CV1","10","5",0.164733333333333
"M2","haplotype-tagged","YPPlnt","CV1","10","5",0.2172
"M3","haplotype-tagged","YPPlnt","CV1","10","5",0.0835222222222222
"M2","genome-wide","DTF","CV2","10","5",0.585055555555556
"M3","genome-wide","DTF","CV2","10","5",0.542311111111111
"M2","haplotype-tagged","DTF","CV2","10","5",0.571044444444444
"M3","haplotype-tagged","DTF","CV2","10","5",0.558844444444444
"M2","genome-wide","DTM","CV2","10","5",0.467655555555556
"M3","genome-wide","DTM","CV2","10","5",0.434633333333333
"M2","haplotype-tagged","DTM","CV2","10","5",0.463277777777778
"M3","haplotype-tagged","DTM","CV2","10","5",0.458666666666667
"M2","genome-wide","HSW","CV2","10","5",0.7369
"M3","genome-wide","HSW","CV2","10","5",0.737888888888889
"M2","haplotype-tagged","HSW","CV2","10","5",0.731477777777778
"M3","haplotype-tagged","HSW","CV2","10","5",0.736322222222222
"M2","genome-wide","PH","CV2","10","5",0.565822222222222
"M3","genome-wide","PH","CV2","10","5",0.575044444444444
"M2","haplotype-tagged","PH","CV2","10","5",0.565455555555556
"M3","haplotype-tagged","PH","CV2","10","5",0.572666666666667
"M2","genome-wide","PPP","CV2","10","5",0.226155555555556
"M3","genome-wide","PPP","CV2","10","5",0.253888888888889
"M2","haplotype-tagged","PPP","CV2","10","5",0.1843
"M3","haplotype-tagged","PPP","CV2","10","5",0.195844444444444
"M2","genome-wide","YPPlnt","CV2","10","5",0.234511111111111
"M3","genome-wide","YPPlnt","CV2","10","5",0.157533333333333
